Ni,Co,Cr,Al,Ti,Ta,W,Mo,Re,Nb,Hf,C,B,solution_temp_c,solution_time_h,aging_temp_c,aging_time_h,cooling_rate_c_s,test_temp_c,stress_mpa,composition_sum,gamma_prime_formers_total,refractory_total,oxidation_resistance_total,al_ti_ratio,ta_w_ratio,cr_al_ratio,co_ni_ratio,avg_atomic_weight,avg_atomic_radius_pm,atomic_radius_mismatch,avg_electronegativity,electronegativity_mismatch,estimated_density_g_cm3,estimated_cost_index,mixing_entropy_r,solution_temp_k,aging_temp_k,test_temp_k,solution_time_log,aging_time_log,cooling_rate_log,solution_parameter,aging_parameter,temp_gap_solution_aging,test_temp_fraction_of_solution,stress_temp_interaction,refractory_temp_interaction,gamma_prime_aging_interaction,cr_oxidation_temp_interaction,yield_strength_mpa,tensile_strength_mpa,creep_log_life_h,oxidation_mass_gain_mg_cm2,creep_life_class
63.86399365914761,10.947227273131956,6.819665937255193,5.450857220417544,2.907368454774564,3.3919777155879203,1.9314422943095684,1.9255155598510856,0.2523057621159122,1.71953098047851,0.45017708921121513,0.24999999999999997,0.08993805371891207,1164.2611093409123,5.138090693172343,783.6352443994797,12.148180541212984,4.93116314742749,891.2246675260297,333.077896708272,100.0,13.469734371258538,9.220772312342996,12.270523157672738,1.8748422453017837,1.7561889930750216,1.2511180625313858,0.1714146993350419,64.78838630898323,127.80997800730633,8.352193797841371,1.8557700652310651,0.1596541631558176,8.829409634230617,1.804887697490661,1.3707544929082391,1437.4111093409124,1056.7852443994798,1164.3746675260297,1.8145137317762872,2.5762833871659407,1.780220340053291,2608.2021961068717,2722.578268948478,380.6258649414326,0.8100498597452911,387827.4652399635,0.007919076710811105,14234.616529526527,0.005856934307654172,753.4596835873222,863.6603121153272,7.824125356255693,0.4193838688526047,2
57.84845737396852,8.73891794992511,20.31892737980953,3.592521808663276,3.7492994560680795,1.5018020532786256,0.8010189421238983,2.1363354557492538,0.8615016978481004,0.3269082945818117,0.004603697687230737,0.08974317047236006,0.029962719824212433,1217.3536768831946,2.1944184627060848,702.1546390352825,18.987509936184434,6.7661437607714285,774.0299510832417,218.7100596245553,100.00000000000001,9.170531612591793,5.62756644358169,23.911449188472805,0.9581848132367998,1.8748645700536843,5.655895330754011,0.15106570417116977,60.60108323301832,127.34144347156784,6.709765525176808,1.8342047276004594,0.14692080133854302,8.489606023010246,1.645057546000661,1.34878581555914,1490.5036768831947,975.3046390352824,1047.1799510832416,1.1614050564603162,2.995107575279871,2.049773742697684,1731.0785070048357,2921.1423125801743,515.1990378479121,0.7025678415406416,229028.78953905468,0.005374020422857207,8944.062024180485,0.019403472496390756,732.9186732944241,992.8837087156369,7.677990400683625,0.030062115397807176,2
64.53285401155185,8.724635935125779,11.270786595330517,2.3839979994799023,3.7031969764926767,3.479627166839478,1.5810383536290835,2.9717764478021595,1.2637662867335748,0.03606937215208705,0.021176300232780672,0.01,0.021074554630117235,1248.6329567242506,5.471930620150706,733.5255285225885,12.316750520354105,3.8594624256193204,870.1411786570601,152.356352032655,100.0,9.602891514964144,9.332277627156381,13.654784594810419,0.6437675360439854,2.200849294290628,4.727682888371779,0.13519680893412894,65.774925821636,127.4572304525029,6.957111313393965,1.8583534920537221,0.15079170296159902,9.023147245074943,1.980998431183949,1.302120390222005,1521.7829567242507,1006.6755285225885,1143.29117865706,1.867474459697295,2.5890226804220284,1.580927819781957,2841.890804885172,2606.3057751708143,515.1074282016621,0.7512839946049635,174187.6732913041,0.008162642904353286,9666.99589117161,0.009858194312730462,629.8277383136998,713.5341866015784,7.795750936556488,0.36895657038457463,2
67.1913557065973,7.752521299836341,9.296754670590708,4.306348822982277,4.083148869073802,3.100801433419472,1.3617990728016023,0.14851495164601103,0.0055312356658759115,2.6393983723714207,0.013973131560005516,0.09485243345518268,0.005000000000000001,1205.8343985556344,7.408629603279821,777.9747357683852,19.353001228810772,6.967224801282948,754.9236791411042,498.786813053329,100.0,14.129697497846971,7.256045065904382,13.603103493572984,1.0546636800466371,2.276988927794146,2.1588484888606723,0.11537974218789797,62.71030553776742,127.64855631963353,7.720236961103934,1.8425373883724343,0.14776778833522525,8.664039838867598,1.553845440839889,1.2329862627855475,1478.9843985556345,1051.124735768385,1028.073679141104,2.129258512226909,3.0132283815456615,2.075336226553802,3149.14012007538,3167.278886361982,427.85966278724914,0.6951213820363232,512789.59400280204,0.007057903740805628,14852.074548911609,0.009042887546996807,852.6157574314325,1053.4882734575046,7.4608588751426215,0.13003023159526092,2
56.38443498676355,12.042208130361765,15.545012971990623,4.114065550057553,3.2776196751515925,2.33564856817014,5.53801952369501,0.43947283074936905,0.00041557558568080735,0.3073303561492666,0.0006104594819546984,0.010000000000000004,0.005161371843495886,1168.7790991971542,2.606000871834044,698.550972375621,23.316087247778512,36.194237919626325,845.0757687352151,313.4719104190001,99.99999999999999,10.034664149528554,8.620886854349466,19.659078522048176,1.2551991827164275,0.42174798300355165,3.7785039506694584,0.21357326948568311,66.06916470248022,127.74868154712182,6.882227563855267,1.8586132468056202,0.17643120156124678,8.993543732992112,1.72606533440516,1.4018119354340208,1441.9290991971543,971.700972375621,1118.225768735215,1.2825993665542643,3.1911381579610767,3.616153854647987,1849.417349246431,3100.832051075726,470.22812682153324,0.7755067633700383,350532.3680051829,0.007709433188991117,9750.69291155968,0.01390149771761566,703.5877866718799,907.0900581914194,7.254761038278745,0.28925073592616507,1
63.997484198804564,4.596516457778868,13.73840770321808,11.23715462700365,3.66008498240869,0.1628491734941282,0.8843386624418966,0.6697288647260625,0.9060824176942426,0.09233142613444924,0.0006569018590033047,0.010000000000000002,0.04436458443637,1222.7049583525509,2.4859950338740338,822.4531253590843,18.86190592873053,8.754064712421972,1022.8926409705643,462.96522806493675,100.0,15.152420209040917,2.7153305444907794,24.975562330221727,3.0701895312022565,0.18414797245545972,1.222587758824451,0.07182339297560222,56.53990876585665,127.95694870080541,7.331581196303819,1.8317482432158168,0.14231052613950734,8.027051179466008,1.3796859045188146,1.2059012967948337,1495.854958352551,1095.6031253590843,1296.0426409705642,1.2487535225053152,2.9888036222263965,2.277684091715512,1867.9541483997896,3274.542589595792,400.25183299346656,0.8664226659978366,600022.6768588203,0.002095093524420158,16601.03893777938,0.01060027445765506,553.5170879729046,665.5008964289257,5.8690328882812,0.5123256385330853,0
69.99590152933159,5.432234750824169,10.524655840149615,3.4940702402386723,1.6272098442686518,2.4900434923989323,1.8153553069094233,1.931449919706663,0.1403988568941676,2.3329244020848563,0.12620045764257806,0.0845553595506982,0.005000000000000002,1086.2418128088602,1.0797551377467183,762.3168445721343,21.0697860524768,3.4314221576203336,843.8901416587794,237.5284744531179,100.00000000000001,9.944247978991113,8.710171977994042,14.018726080388287,2.147276966810823,1.3716562643164212,3.012147749299173,0.07760789748199368,63.837493748975625,127.151326029134,7.0090894923261216,1.860876074168745,0.14735611160957593,8.84842382712981,1.5579571131585177,1.1818537885925182,1359.3918128088603,1035.4668445721343,1117.0401416587792,0.7322501645462655,3.0942095261789206,1.488720561346524,995.4148786121341,3203.951374517526,323.92496823672593,0.821720515840436,265328.8407511045,0.007797546080109225,10296.93907644875,0.009421913723195768,739.9215163429839,869.684699369547,7.924144933192065,0.2679841598563636,2
61.81639784328708,4.395651067652157,16.895282789657966,3.968268909722223,5.398884552470362,3.9030505173193197,2.4448777501799723,1.0741867255236084,2.1211030701200206e-05,0.07348179914321967,0.0008293501394812264,0.024067483873915253,0.005,1202.8458742614755,1.1026647531225846,895.912604186465,5.084088367375303,14.116255977364668,850.5405259862428,519.9833346917522,100.0,13.343685778655125,7.495618003196821,20.86355169938019,0.7350164397488926,1.5964194942130803,4.25759522135426,0.07110817226983436,63.97217118480688,128.10352573184642,7.5330069075626795,1.8321750048633574,0.1669170369656533,8.696272573340392,1.5093936617135437,1.2946735674895713,1475.9958742614754,1169.062604186465,1123.6905259862428,0.7432054703764269,1.8056768988437197,2.715770719543693,1096.9682080041653,2110.949337681579,306.93327007501046,0.7613100724559112,584300.3468638556,0.00667053590805293,15599.604045840459,0.015035530156026659,495.85057554689195,686.8904500577132,6.922999638836221,0.22726677258376884,1
63.197124121372696,7.937331468990508,13.737182828441927,4.089593740064363,3.732715386114537,1.5103571479810876,1.4274147351801039,1.4007111156541363,0.007554797448932052,2.718885375986059,0.08112928276565919,0.01,0.15000000000000002,1185.9797747863624,3.7763859267042728,711.6325991437358,22.446402223819724,7.304734230626267,847.1360418019434,302.524667820919,100.00000000000001,12.051551650146047,7.064923172250319,17.82677656850629,1.0956082385282597,1.058106729723125,3.3590580551492986,0.12559640297065686,61.20496057056569,127.58453758278041,7.372274342494297,1.8422635063599326,0.1488139191207117,8.516810194834951,1.4877255210139826,1.3162229512878674,1459.1297747863623,984.7825991437358,1120.2860418019434,1.5636841782495612,3.1547170598304617,2.1168257414245257,2281.61814284628,3106.7104657429263,474.34717564262667,0.7677768359968473,338914.1626605451,0.0063063565094710625,11868.158357745802,0.012262210110396,735.5292111776913,886.7736464659142,7.699758295686318,0.2794763491006145,2
46.95633247744524,5.930276215372571,24.44984111288846,3.5185869579459315,0.8198394447384816,7.234671918095263,0.7158665080125268,9.280903237620484,0.9724448295028104,0.10333300981767966,0.002904288560579212,0.010000000000000004,0.005000000000000002,1162.650216108109,4.423294559743121,749.0149000296244,31.150911051112903,15.669452784718187,992.6249649137187,147.75540047610298,100.0,11.676431330597357,18.30721950304876,27.968428070834392,4.291799983044626,10.10617445579242,6.9487670293855786,0.1262934284094303,70.33500864859482,129.12835187578625,7.400383032971139,1.82990385707611,0.18103255108891922,9.107275489392647,2.1887643973003494,1.5239132635756945,1435.800216108109,1022.1649000296244,1265.7749649137186,1.6907034831352736,3.4704407877973042,2.813577869872268,2427.5124264603587,3547.3627609175624,413.6353160784845,0.8815815394818104,187025.08685345168,0.01446324979586876,11935.238263742822,0.01931610419736965,765.8218673226271,922.517899281287,8.530089659494466,0.41092595057972353,2
